t,mag
77908.788,1.003
77908.808,1.005
77908.828,1.004
77908.848,1.005
77908.868,1.001
77908.888,1.003
77908.908,1.008
77908.928,1.004
77908.948,1.006
77908.968,1.006
77908.988,1.005
77909.008,1.003
77909.028,1.002
77909.048,1.006
77909.068,1.008
77909.088,1.005
77909.108,1.004
77909.128,1.004
77909.148,1.001
77909.168,1.005
77909.188,1.004
77909.208,1.007
77909.228,1.003
77909.248,1.006
77909.268,1.004
77909.288,1.003
77909.308,1.003
77909.328,1.003
77909.348,1.006
77909.368,1.005
77909.388,1.005
77909.408,1.003
77909.428,1.004
77909.448,1.006
77909.468,1.002
77909.488,1.004
77909.508,1.008
77909.528,1.004
77909.548,1.007
77909.568,1.003
77909.588,1.005
77909.608,1.002
77909.628,1.006
77909.648,1.004
77909.668,1.003
77909.688,1.006
77909.708,1.003
77909.728,1.006
77909.748,1.005
77909.768,1.004
77909.788,1.005
77909.808,1.005
77909.828,1.003
77909.848,1.004
77909.868,1.004
77909.888,1.006
77909.908,1.002
77909.928,1.007
77909.948,1.006
77909.968,1.005
77909.988,1.007
77910.008,1.006
77910.028,1.004
77910.048,1.004
77910.068,1.006
77910.088,1.002
77910.108,1.002
77910.128,1.006
77910.148,1.003
77910.168,1.006
77910.188,1.007
77910.208,1.004
77910.228,1.008
77910.248,1.003
77910.268,1.003
77910.288,1.007
77910.308,1.004
77910.328,1.006
77910.348,1.012
77910.368,1.009
77910.388,1.002
77910.408,1.011
77910.428,1.004
77910.448,1.006
77910.468,1.005
77910.488,1.003
77910.508,1.003
77910.528,1.003
77910.548,1.005
77910.568,1.003
77910.588,1.005
77910.608,1.002
77910.628,1.003
77910.648,1.008
77910.668,1.005
77910.688,1.001
77910.708,1.004
77910.728,1.006
77910.748,1.005
77910.768,1.001
77910.788,1.003
77910.808,1.002
77910.828,1.004
77910.848,1.002
77910.868,1.004
77910.888,1.005
77910.908,1.003
77910.928,1.003
77910.948,1.004
77910.968,1.005
77910.988,1.004
77911.008,1.003
77911.028,1.004
77911.048,1.005
77911.068,1.006
77911.088,1.006
77911.108,1.004
77911.128,1.005
77911.148,1.004
77911.168,1.002
77911.188,1.002
77911.208,1.005
77911.228,1.006
77911.248,1.006
77911.268,1.004
77911.288,1.004
77911.308,1.005
77911.328,1.007
77911.348,1.006
77911.368,1.006
77911.388,1.004
77911.408,1.002
77911.428,1.006
77911.448,1.000
77911.468,1.004
77911.488,1.005
77911.508,1.005
77911.528,1.006
77911.548,1.006
77911.568,1.004
77911.588,1.005
77911.608,1.005
77911.628,1.002
77911.648,1.003
77911.668,1.003
77911.688,1.006
77911.708,1.002
77911.728,1.006
77911.748,1.004
77911.768,1.008
77911.788,1.005
77911.808,1.006
77911.828,1.002
77911.848,1.004
77911.868,1.000
77911.888,1.004
77911.908,1.007
77911.928,1.005
77911.948,1.002
77911.968,1.004
77911.988,1.006
77912.008,1.005
77912.028,1.003
77912.048,1.005
77912.068,1.003
77912.088,1.002
77912.108,1.003
77912.128,1.006
77912.148,1.005
77912.168,1.006
77912.188,1.007
77912.208,1.002
77912.228,1.004
77912.248,1.001
77912.268,1.005
77912.288,1.006
77912.308,1.005
77912.328,1.004
77912.348,1.005
77912.368,1.002
77912.388,1.003
77912.408,1.005
77912.428,1.003
77912.448,1.007
77912.468,1.004
77912.488,1.004
77912.508,1.005
77912.528,1.004
77912.548,1.007
77912.568,1.006
77912.588,1.003
77912.608,1.000
77912.628,1.004
77912.648,1.003
77912.668,1.005
77912.688,1.003
77912.708,1.008
77912.728,1.009
77912.748,1.002
77912.768,1.004
77912.788,1.003
77912.808,1.004
77912.828,1.004
77912.848,1.006
77912.868,1.004
77912.888,1.004
77912.908,1.002
77912.928,1.004
77912.948,1.005
77912.968,1.003
77912.988,1.004
77913.008,1.004
77913.028,1.005
77913.048,1.003
77913.068,1.003
77913.088,1.004
77913.108,1.004
77913.128,1.002
77913.148,1.004
77913.168,1.007
77913.188,1.005
77913.208,1.000
77913.228,1.005
77913.248,1.002
77913.268,1.004
77913.288,1.005
77913.308,1.007
77913.328,1.003
77913.348,1.006
77913.368,1.007
77913.388,1.006
77913.408,1.002
77913.428,1.004
77913.448,1.005
77913.468,1.004
77913.488,1.006
77913.508,1.004
77913.528,1.004
77913.548,1.003
77913.568,1.004
77913.588,1.003
77913.608,1.005
77913.628,1.003
77913.648,1.004
77913.668,1.002
77913.688,1.005
77913.708,1.004
77913.728,1.004
77913.748,1.004
77913.768,1.007
77913.788,1.006
77913.808,1.004
77913.828,1.005
77913.848,1.002
77913.868,1.004
77913.888,1.004
77913.908,1.005
77913.928,1.004
77913.948,1.007
77913.968,1.003
77913.988,1.002
77914.008,1.005
77914.028,1.004
77914.048,1.005
77914.068,1.006
77914.088,1.000
77914.108,1.007
77914.128,1.003
77914.148,1.001
77914.168,1.008
77914.188,1.004
77914.208,1.005
77914.228,1.005
77914.248,1.008
77914.268,0.999
77914.288,1.005
77914.308,1.007
77914.328,1.005
77914.348,1.006
77914.368,1.004
77914.388,1.003
77914.408,1.004
77914.428,1.001
78454.228,1.100
78454.248,1.014
78454.268,1.010
78454.288,1.006
78454.308,1.008
78454.328,1.004
78454.348,1.002
78454.368,1.006
78454.388,1.005
78454.408,0.996
78454.428,1.005
78454.448,1.001
78454.468,1.012
78454.488,1.002
78454.508,1.005
78454.528,1.006
78454.548,1.004
78454.568,1.008
78454.588,1.002
78454.608,1.007
78454.628,1.003
78454.648,1.006
78454.668,1.003
78454.688,1.003
78454.708,1.003
78454.728,1.004
78454.748,1.007
78454.768,1.008
78454.788,1.006
78454.808,1.134
78454.828,0.879
78454.848,0.950
78454.868,1.057
78454.888,1.113
78454.908,0.999
78454.928,1.027
78454.948,0.989
78454.968,1.021
78454.988,1.004
78455.008,0.999
78455.028,0.992
78455.048,0.996
78455.068,1.016
78455.088,1.001
78455.108,1.016
78455.128,1.001
78455.148,1.007
78455.168,1.007
78455.188,1.004
78455.208,1.005
78455.228,1.002
78455.248,1.007
78455.268,1.003
78455.288,1.003
78455.308,1.009
78455.328,1.002
78455.348,1.007
78455.368,1.005
78455.388,1.004
78455.408,1.005
78455.428,1.001
78455.448,1.008
78455.468,1.004
78455.488,1.007
78455.508,1.004
78455.528,1.004
78455.548,1.005
78455.568,1.004
78455.588,1.005
78455.608,1.004
78455.628,1.003
78455.648,1.003
78455.668,1.003
78455.688,1.003
78455.708,1.003
78455.728,1.004
78455.748,1.005
78455.768,1.003
78455.788,1.008
78455.808,1.004
78455.828,1.003
78455.848,1.004
78455.868,1.005
78455.888,1.005
78455.908,1.005
78455.928,1.004
78455.948,1.006
78455.968,1.003
78455.988,1.007
78456.008,1.002
78456.028,1.001
78456.048,1.004
78456.068,1.013
78456.088,1.010
78456.108,1.003
78456.128,1.004
78456.148,1.000
78456.168,1.001
78456.188,1.001
78456.208,1.005
78456.228,1.007
78456.248,1.006
78456.268,1.001
78456.288,1.000
78456.308,1.004
78456.328,1.005
78456.348,1.004
78456.368,1.007
78456.388,1.006
78456.408,1.006
78456.428,1.002
78456.448,1.004
78456.468,1.007
78456.488,1.007
78456.508,1.008
78456.528,1.005
78456.548,1.003
78456.568,1.001
78456.588,1.004
78456.608,1.004
78456.628,1.002
78456.648,1.005
78456.668,1.005
78456.688,1.005
78456.708,1.002
78456.728,1.004
78456.748,1.006
78456.768,1.006
78456.788,1.004
78456.808,1.005
78456.828,0.999
78456.848,1.004
78456.868,1.001
78456.888,1.005
78456.908,1.008
78456.928,1.006
78456.948,1.005
78456.968,1.004
78456.988,1.005
78457.008,1.002
78457.028,1.003
78457.048,1.005
78457.068,1.007
78457.088,1.003
78457.108,1.004
78457.128,1.001
78457.148,1.004
78457.168,1.005
78457.188,1.006
78457.208,1.005
78457.228,1.007
78457.248,1.005
78457.268,1.004
78457.288,1.004
78457.308,1.003
78457.328,1.003
78457.348,1.003
78457.368,1.005
78457.388,1.003
78457.408,1.004
78457.428,1.003
78457.448,1.007
78457.468,1.003
78457.488,1.005
78457.508,1.003
78457.528,1.005
78457.548,1.001
78457.568,1.004
78457.588,1.007
78457.608,1.005
78457.628,1.006
78457.648,1.004
78457.668,1.005
78457.688,1.003
78457.708,1.005
78457.728,1.005
78457.748,1.005
78457.768,1.004
78457.788,1.005
78457.808,1.002
78457.828,1.005
78457.848,1.006
78457.868,1.006
78457.888,1.004
78457.908,1.005
78457.928,1.004
78457.948,1.003
78457.968,1.003
78457.988,1.003
78458.008,1.007
78458.028,1.005
78458.048,1.007
78458.068,1.002
78458.088,1.005
78458.108,1.003
78458.128,1.003
78458.148,1.003
78458.168,1.005
78458.188,1.005
78458.208,1.004
78458.228,1.003
78458.248,1.005
78458.268,1.005
78458.288,1.006
78458.308,1.004
78458.328,1.005
78458.348,1.003
78458.368,1.003
78458.388,1.005
78458.408,1.004
78458.428,1.006
78458.448,1.004
78458.468,1.006
78458.488,1.004
78458.508,1.005
78458.528,1.004
78458.548,1.003
78458.568,1.005
78458.588,1.007
78458.608,1.004
78458.628,1.005
78458.648,1.004
78458.668,1.002
78458.688,1.005
78458.708,1.005
78458.728,1.005
78458.748,1.004
78458.768,1.003
78458.788,1.003
78458.808,1.004
78458.828,1.004
78458.848,1.004
78458.868,1.004
78458.888,1.003
78458.908,1.003
78458.928,1.005
78458.948,1.000
78458.968,1.004
78458.988,1.006
78459.008,1.001
78459.028,1.005
78459.048,1.006
78459.068,1.003
78459.088,1.004
78459.108,1.005
78459.128,1.001
78459.148,1.004
78459.168,1.005
78459.188,1.005
78459.208,1.004
78459.228,1.003
78459.248,1.004
78459.268,1.004
78459.288,1.004
78459.308,1.004
78459.328,1.003
78459.348,1.004
78459.368,1.005
78459.388,1.003
78459.408,1.005
78459.428,1.006
78459.448,1.003
78459.468,1.003
78459.488,1.004
78459.508,1.007
78459.528,1.004
78459.548,1.005
78459.568,1.004
78459.588,1.005
78459.608,1.002
78459.628,1.005
78459.648,1.003
78459.668,1.004
78459.688,1.005
78459.708,1.007
78459.728,1.004
78459.748,1.005
78459.768,1.005
78459.788,1.003
78459.808,1.004
78459.828,1.002
78459.848,1.007
78459.868,1.000
78459.888,1.003
78459.908,1.006
78459.928,1.005
78459.948,1.003
78459.968,1.005
78459.988,1.003
78460.008,1.005
78460.028,1.005
78460.048,1.005
78460.068,1.004
78460.088,1.005
78460.108,1.002
78460.128,1.006
78460.148,1.005
78460.168,1.004
78460.188,1.004
78460.208,1.005
78460.228,1.006
78460.248,1.003
78460.268,1.005
78460.288,1.004
78460.308,1.004
78460.328,1.005
78460.348,1.002
78460.368,1.004
78460.388,1.004
78460.408,1.005
78460.428,1.003
78460.448,1.005
78460.468,1.002
78460.488,1.007
78460.508,1.006
78460.528,1.006
78460.548,1.003
78460.568,1.003
78460.588,1.005
78460.608,1.004
78460.628,1.005
78460.648,1.003
78460.668,1.005
78460.688,1.003
78460.708,1.004
78460.728,1.003
78460.748,1.006
78460.768,1.004
78460.788,1.004
78460.808,1.004
78460.828,1.005
78460.848,1.004
78460.868,1.003
78460.888,1.004
78460.908,1.004
78460.928,1.003
78460.948,1.003
78460.968,1.005
78460.988,1.000
78461.008,1.005
78461.028,1.006
78461.048,1.004
78461.068,1.005
78461.088,1.006
78461.108,1.004
78461.128,1.003
78461.148,1.007
78461.168,1.005
78461.188,1.002
78461.208,1.004
78461.228,1.002
78461.248,1.006
78461.268,1.004
78461.288,1.002
78461.308,1.005
78461.328,1.004
78461.348,1.004
78461.368,1.005
78461.388,1.004
78461.408,1.005
78461.428,1.005
78461.448,1.004
78461.468,1.004
78461.488,1.005
78461.508,1.004
78461.528,1.005
78461.548,1.004
78461.568,1.002
78461.588,1.002
78461.608,1.004
78461.628,1.002
78461.648,1.004
78461.668,1.006
78461.688,1.006
78461.708,1.004
78461.728,1.007
78461.748,1.003
78461.768,1.004
78461.788,1.004
78461.808,1.006
78461.828,1.004
78461.848,1.006
78461.868,1.007
78461.888,1.004
78461.908,1.003
78461.928,1.003
78461.948,1.004
78461.968,1.005
78461.988,1.005
78462.008,1.003
78462.028,1.005
78462.048,1.005
78462.068,1.004
78462.088,1.002
78462.108,1.006
78462.128,1.005
78462.148,1.006
78462.168,1.005
78462.188,1.005
78462.208,1.005
78462.228,1.004
78462.248,1.005
78462.268,1.004
78462.288,1.006
78462.308,1.003
78462.328,1.003
78462.348,1.002
78462.368,1.009
78462.388,1.004
78462.408,1.005
78462.428,1.001
78462.448,1.007
78462.468,1.005
78462.488,1.002
78462.508,1.004
78462.528,1.003
78462.548,1.004
78462.568,1.002
78462.588,1.002
78462.608,1.005
78462.628,1.006
78462.648,1.004
78462.668,1.005
78462.688,1.006
78462.708,1.005
78462.728,1.003
78462.748,1.005
78462.768,1.003
78462.788,1.005
78462.808,1.006
78462.828,1.003
78462.848,1.004
78462.868,1.005
78462.888,1.002
78462.908,1.006
78462.928,1.003
78462.948,1.004
78462.968,1.006
78462.988,1.001
78463.008,1.007
78463.028,1.003
78463.048,1.003
78463.068,1.004
78463.088,1.004
78463.108,1.006
78463.128,1.002
78463.148,1.006
78463.168,1.004
78463.188,1.004
78463.208,1.001
78463.228,1.007
78463.248,1.005
78463.268,1.006
78463.288,1.002
78463.308,1.005
78463.328,1.004
78463.348,1.004
78463.368,1.005
78463.388,1.006
78463.408,1.006
78463.428,1.003
78463.448,1.004
78463.468,1.006
78463.488,1.004
78463.508,1.002
78463.528,1.003
78463.548,1.004
78463.568,1.005
78463.588,1.007
78463.608,1.005
78463.628,1.002
78463.648,1.005
78463.668,1.006
78463.688,1.003
78463.708,1.005
78463.728,1.003
78463.748,1.005
78463.768,1.006
78463.788,1.007
78463.808,1.003
78463.828,1.006
78463.848,1.006
78463.868,1.006
78463.888,1.004
78463.908,1.004
78463.928,1.005
78463.948,1.005
78463.968,1.007
78463.988,1.006
78464.008,1.004
78464.028,1.003
78464.048,1.006
78464.068,1.005
78464.088,1.002
78464.108,1.005
78464.128,1.005
78464.148,1.003
78464.168,1.003
78464.188,1.003
78464.208,1.004
78464.228,1.007
78464.248,1.002
78464.268,1.004
78464.288,1.002
78464.308,1.004
78464.328,1.006
78464.348,1.006
78464.368,1.002
78464.388,1.006
78464.408,1.004
78464.428,1.006
78464.448,1.005
78464.468,1.005
78464.488,1.005
78464.508,1.003
78464.528,1.007
78464.548,1.004
78464.568,1.005
78464.588,1.002
78464.608,1.004
78464.628,1.004
78464.648,1.001
78464.668,1.006
78464.688,1.004
78464.708,1.006
78464.728,1.002
78464.748,1.004
78464.768,1.005
78464.788,1.007
78464.808,1.005
78464.828,1.004
78464.848,1.004
78464.868,1.004
78464.888,1.002
78464.908,1.005
78464.928,1.003
78464.948,1.004
78464.968,1.005
78464.988,1.006
78465.008,1.005
78465.028,1.006
78465.048,1.005
78465.068,1.003
78465.088,1.005
78465.108,1.003
78465.128,1.005
78465.148,1.002
78465.168,1.005
78465.188,1.002
78465.208,1.006
78465.228,1.004
78465.248,1.003
78465.268,1.002
78465.288,1.004
78465.308,1.005
78465.328,1.003
78465.348,1.004
78465.368,1.004
78465.388,1.007
78465.408,1.005
78465.428,1.006
78465.448,1.005
78465.468,1.006
78465.488,1.006
78465.508,1.005
78465.528,1.001
78465.548,1.003
78465.568,1.004
78465.588,1.005
78465.608,1.002
78465.628,1.004
78465.648,1.003
78465.668,1.005
78465.688,1.004
78465.708,1.003
78465.728,1.006
78465.748,1.006
78465.768,1.005
78465.788,1.003
78465.808,1.005
78465.828,1.005
78465.848,1.004
78465.868,1.002
78465.888,1.005
78465.908,1.005
78465.928,1.005
78465.948,1.005
78465.968,1.004
78465.988,1.002
78466.008,1.007
78466.028,1.003
78466.048,1.002
78466.068,1.003
78466.088,1.004
78466.108,1.004
78466.128,1.003
78466.148,1.006
78466.168,1.004
78466.188,1.007
78466.208,1.004
78466.228,1.005
78466.248,1.002
78466.268,1.004
78466.288,1.004
78466.308,1.005
78466.328,1.003
78466.348,1.003
78466.368,1.006
78466.388,1.006
78466.408,1.006
78466.428,1.006
78466.448,1.003
78466.468,1.005
78466.488,1.004
78466.508,1.002
78466.528,1.007
78466.548,1.003
78466.568,1.006
78466.588,1.003
78466.608,1.002
78466.628,1.006
78466.648,1.003
78466.668,1.003
78466.688,1.002
78466.708,1.006
78466.728,1.003
78466.748,1.005
78466.768,1.005
78466.788,1.003
78466.808,1.004
78466.828,1.003
78466.848,1.004
78466.868,1.004
78466.888,1.005
78466.908,1.004
78466.928,1.004
78466.948,1.005
78466.968,1.005
78466.988,1.003
78467.008,1.005
78467.028,1.004
78467.048,1.006
78467.068,1.006
78467.088,1.006
78467.108,1.003
78467.128,1.004
78467.148,1.004
78467.168,1.007
78467.188,1.006
78467.208,1.006
78467.228,1.005
78467.248,1.003
78467.268,1.007
78467.288,1.003
78467.308,1.005
78467.328,1.002
78467.348,1.007
78467.368,1.003
78467.388,1.007
78467.408,1.005
78467.428,1.004
78467.448,1.004
78467.468,1.004
78467.488,1.005
78467.508,1.003
78467.528,1.005
78467.548,1.004
78467.568,1.005
78467.588,1.004
78467.608,1.003
78467.628,1.003
78467.648,1.005
78467.668,1.004
78467.688,1.005
78467.708,1.005
78467.728,1.005
78467.748,1.004
78467.768,1.003
78467.788,1.006
78467.808,1.005
78467.828,1.003
78467.848,1.004
78467.868,1.006
78467.888,1.004
78467.908,1.004
78467.928,1.003
78467.948,1.008
78467.968,1.002
78467.988,1.005
78468.008,1.002
78468.028,1.005
78468.048,1.002
78468.068,1.003
78468.088,1.005
78468.108,1.003
78468.128,1.005
78468.148,1.003
78468.168,1.005
78468.188,1.002
78468.208,1.007
78468.228,1.005
78468.248,1.006
78468.268,1.004
78468.288,1.005
78468.308,1.003
78468.328,1.004
78468.348,1.004
78468.368,1.005
78468.388,1.005
78468.408,1.005
78468.428,1.004
78468.448,1.004
78468.468,1.005
78468.488,1.003
78468.508,1.007
78468.528,1.004
78468.548,1.005
78468.568,1.004
78468.588,1.004
78468.608,1.004
78468.628,1.005
78468.648,1.003
78468.668,1.007
78468.688,1.004
78468.708,1.006
78468.728,1.005
78468.748,1.006
78468.768,1.005
78468.788,1.005
78468.808,1.006
78468.828,1.004
78468.848,1.005
78468.868,1.004
78468.888,1.005
78468.908,1.003
78468.928,1.006
78468.948,1.005
78468.968,1.005
78468.988,1.003
78469.008,1.005
78469.028,1.002
78469.048,1.006
78469.068,1.004
78469.088,1.003
78469.108,1.005
78469.128,1.004
78469.148,1.006
78469.168,1.004
78469.188,1.007
78469.208,1.003
78469.228,1.004
78469.248,1.005
78469.268,1.004
78469.288,1.003
78469.308,1.005
78469.328,1.003
78469.348,1.004
78469.368,1.005
78469.388,1.004
78469.408,1.004
78469.428,1.005
78469.448,1.005
78469.468,1.005
78469.488,1.005
78469.508,1.005
78469.528,1.003
78469.548,1.006
78469.568,1.006
78469.588,1.004
78469.608,1.007
78469.628,1.004
78469.648,1.006
78469.668,1.004
78469.688,1.004
78469.708,1.004
78469.728,1.004
78469.748,1.003
78469.768,1.003
78469.788,1.006
78469.808,1.005
78469.828,1.003
78469.848,1.003
78469.868,1.006
78469.888,1.003
78469.908,1.004
78469.928,1.006
78469.948,1.004
78469.968,1.004
78469.988,1.006
78470.008,1.002
78470.028,1.003
78470.048,1.005
78470.068,1.003
78470.088,1.005
78470.108,1.003
78470.128,1.005
78470.148,1.004
78470.168,1.006
78470.188,1.002
78470.208,1.007
78470.228,1.003
78470.248,1.004
78470.268,1.004
78470.288,1.005
78470.308,1.006
78470.328,1.007
78470.348,1.004
78470.368,1.002
78470.388,1.005
78470.408,1.004
78470.428,1.006
78470.448,1.003
78470.468,1.002
78470.488,1.003
78470.508,1.004
78470.528,1.004
78470.548,1.005
78470.568,1.006
78470.588,1.006
78470.608,1.005
78470.628,1.004
78470.648,1.007
78470.668,1.004
78470.688,1.006
78470.708,1.001
78470.728,1.004
78470.748,1.004
78470.768,1.005
78470.788,1.005
78470.808,1.007
78470.828,1.003
78470.848,1.005
78470.868,1.006
78470.888,1.004
78470.908,1.006
78470.928,1.004
78470.948,1.004
78470.968,1.004
78470.988,1.002
78471.008,1.006
78471.028,1.006
78471.048,1.004
78471.068,1.006
78471.088,1.004
78471.108,1.002
78471.128,1.005
78471.148,1.004
78471.168,1.004
78471.188,1.002
78471.208,1.004
78471.228,1.004
78471.248,1.004
78471.268,1.003
78471.288,1.008
78471.308,1.006
78471.328,1.005
78471.348,1.003
78471.368,1.001
78471.388,1.004
78471.408,1.003
78471.428,1.005
78471.448,1.002
78471.468,1.005
78471.488,1.005
78471.508,1.004
78471.528,1.003
78471.548,1.006
78471.568,1.004
78471.588,1.004
78471.608,1.003
78471.628,1.004
78471.648,1.003
78471.668,1.003
78471.688,1.005
78471.708,1.003
78471.728,1.004
78471.748,1.004
78471.768,1.004
78471.788,1.004
78471.808,1.006
78471.828,1.003
78471.848,1.007
78471.868,1.003
78471.888,1.005
78471.908,1.007
78471.928,1.003
78471.948,1.003
78471.968,1.004
78471.988,1.005
78472.008,1.003
78472.028,1.003
78472.048,1.004
78472.068,1.005
78472.088,1.004
78472.108,1.005
78472.128,1.003
78472.148,1.004
78472.168,1.004
78472.188,1.004
78472.208,1.004
78472.228,1.003
78472.248,1.007
78472.268,1.004
78472.288,1.003
78472.308,1.003
78472.328,1.005
78472.348,1.004
78472.368,1.004
78472.388,1.004
78472.408,1.003
78472.428,1.002
78472.448,1.004
78472.468,1.006
78472.488,1.007
78472.508,1.004
78472.528,1.007
78472.548,1.004
78472.568,1.004
78472.588,1.003
78472.608,1.004
78472.628,1.001
78472.648,1.003
78472.668,1.004
78472.688,1.004
78472.708,1.005
78472.728,1.003
78472.748,1.003
78472.768,1.002
78472.788,1.003
78472.808,1.006
78472.828,1.003
78472.848,1.003
78472.868,1.006
78472.888,1.006
78472.908,1.006
78472.928,1.003
78472.948,1.007
78472.968,1.004
78472.988,1.007
78473.008,1.005
78473.028,1.004
78473.048,1.003
78473.068,1.002
78473.088,1.006
78473.108,1.003
78473.128,1.003
78473.148,1.003
78473.168,1.005
78473.188,1.002
78473.208,1.003
78473.228,1.005
78473.248,1.002
78473.268,1.004
78473.288,1.002
78473.308,1.005
78473.328,1.004
78473.348,1.004
78473.368,1.006
78473.388,1.003
78473.408,1.003
78473.428,1.004
78473.448,1.003
78473.468,1.004
78473.488,1.006
78473.508,1.005
78473.528,1.004
78473.548,1.007
78473.568,1.005
78473.588,1.003
78473.608,1.003
78473.628,1.003
78473.648,1.003
78473.668,1.003
78473.688,1.002
78473.708,1.004
78473.728,1.004
78473.748,1.003
78473.768,1.004
78473.788,1.001
78473.808,1.005
78473.828,1.004
78473.848,1.004
78473.868,1.005
78473.888,1.004
78473.908,1.006
78473.928,1.005
78473.948,1.004
78473.968,1.005
78473.988,1.004
78474.008,1.003
78474.028,1.006
78474.048,1.003
78474.068,1.005
78474.088,1.004
78474.108,1.005
78474.128,1.004
78474.148,1.004
78474.168,1.004
78474.188,1.005
78474.208,1.004
78474.228,1.002
78474.248,1.006
78474.268,1.003
78474.288,1.005
78474.308,1.004
78474.328,1.004
78474.348,1.004
78474.368,1.005
78474.388,1.004
78474.408,1.003
78474.428,1.004
78474.448,1.003
78474.468,1.007
78474.488,1.003
78474.508,1.007
78474.528,1.004
78474.548,1.003
78474.568,1.004
78474.588,1.003
78474.608,1.005
78474.628,1.005
78474.648,1.002
78474.668,1.005
78474.688,1.004
78474.708,1.003
78474.728,1.006
78474.748,1.006
78474.768,1.006
78474.788,1.003
78474.808,1.004
80187.928,0.837
80187.948,1.059
80187.968,1.016
80187.988,1.020
80188.008,1.008
80188.028,0.996
80188.048,1.007
80188.068,0.996
80188.088,1.016
80188.108,1.001
80188.128,1.007
80188.148,1.006
80188.168,1.005
80188.188,1.002
80188.208,0.997
80188.228,1.006
80188.248,1.006
80188.268,1.014
80188.288,1.006
80188.308,1.005
80188.328,1.006
80188.348,0.996
80188.368,1.008
80188.388,1.002
80188.408,1.008
80188.428,1.007
80188.448,1.008
80188.468,0.999
80188.488,1.001
80188.508,1.008
80188.528,1.003
80188.548,1.010
80188.568,1.000
80188.588,1.006
80188.608,1.002
80188.628,1.002
80188.648,1.003
80188.668,1.004
80188.688,1.009
80188.708,1.007
80188.728,1.003
80188.748,1.003
80188.768,1.003
80188.788,1.005
80188.808,1.005
80188.828,1.007
80188.848,1.007
80188.868,1.002
80188.888,1.005
80188.908,1.003
80188.928,1.003
80188.948,1.003
80188.968,1.005
80188.988,1.004
80189.008,1.004
80189.028,1.004
80189.048,1.002
80189.068,1.003
80189.088,1.007
80189.108,1.006
80189.128,1.006
80189.148,1.004
80189.168,1.001
80189.188,1.003
80189.208,1.006
80189.228,1.005
80189.248,1.004
80189.268,1.006
80189.288,0.998
80189.308,1.004
80189.328,1.007
80189.348,1.008
80189.368,1.011
80189.388,1.007
80189.408,1.002
80189.428,1.004
80189.448,1.001
80189.468,1.003
80189.488,1.006
80189.508,1.008
80189.528,1.008
80189.548,1.001
80189.568,1.005
80189.588,0.998
80189.608,1.007
80189.628,1.007
80189.648,1.003
80189.668,1.004
80189.688,1.001
80189.708,1.001
80189.728,1.004
80189.748,1.000
80189.768,1.007
80189.788,1.003
80189.808,1.004
80189.828,1.002
80189.848,1.003
80189.868,1.007
80189.888,0.999
80189.908,1.008
80189.928,1.003
80189.948,1.004
80189.968,1.002
80189.988,1.001
80190.008,1.005
80190.028,1.007
80190.048,1.009
80190.068,1.005
80190.088,1.003
80190.108,1.006
80190.128,1.005
80190.148,1.007
80190.168,0.999
80190.188,1.010
80190.208,1.003
80190.228,1.005
80190.248,1.001
80190.268,1.004
80190.288,1.008
80190.308,1.008
80190.328,1.005
80190.348,1.002
80190.368,1.005
80190.388,1.004
80190.408,1.003
80190.428,1.002
80190.448,1.000
80190.468,1.004
80190.488,1.007
80190.508,1.000
80190.528,1.003
80190.548,1.002
80190.568,1.001
80190.588,1.003
80190.608,1.013
80190.628,1.007
80190.648,1.005
80190.668,1.008
80190.688,0.998
80190.708,1.004
80190.728,1.004
80190.748,1.006
80190.768,1.002
80190.788,1.004
80190.808,1.005
80190.828,1.003
80190.848,1.006
80190.868,1.001
80190.888,1.009
80190.908,1.005
80190.928,1.007
80190.948,0.999
80190.968,1.002
80190.988,0.999
80191.008,1.003
80191.028,1.006
80191.048,1.008
80191.068,1.005
80191.088,1.000
80191.108,1.003
80191.128,1.002
80191.148,1.010
80191.168,1.005
80191.188,1.006
80191.208,1.005
80191.228,1.000
80191.248,1.001
80191.268,1.009
80191.288,1.006
80191.308,1.008
80191.328,1.007
80191.348,1.004
80191.368,1.000
80191.388,0.998
80191.408,1.001
80191.428,1.003
80191.448,1.012
80191.468,1.006
80191.488,0.995
80191.508,1.003
80191.528,1.001
80191.548,1.003
80191.568,0.998
80191.588,1.004
80191.608,1.003
80191.628,0.999
80191.648,1.003
80191.668,1.000
80191.688,1.011
80191.708,1.005
80191.728,1.010
80191.748,1.005
80191.768,1.001
80191.788,1.002
80191.808,1.002
80191.828,1.009
80191.848,1.004
80191.868,1.000
80191.888,0.997
80191.908,1.005
80191.928,1.006
80191.948,1.006
80191.968,1.010
80191.988,1.006
80192.008,1.001
80192.028,1.002
80192.048,1.003
80192.068,1.001
80192.088,1.008
80192.108,1.004
80192.128,1.006
80192.148,1.007
80192.168,1.004
80192.188,1.002
80192.208,1.004
80192.228,1.005
80192.248,1.003
80192.268,1.005
80192.288,1.006
80192.308,0.996
80192.328,1.004
80192.348,1.004
80192.368,1.007
80192.388,1.005
80192.408,1.003
80192.428,1.001
80192.448,1.004
80192.468,1.003
80192.488,1.003
80192.508,1.004
80192.528,1.011
80192.548,1.002
80192.568,1.004
80192.588,1.005
80192.608,1.006
80192.628,1.007
80192.648,1.002
80192.668,1.009
80192.688,1.005
80192.708,1.002
80192.728,1.003
80192.748,1.001
